id,picture,artist,hottest,streams_b,followers_mio,listeners_mio,scoring
523,,Deftones,76,3.03,4.36,9.00,9
524,,24kGoldn,70,4.35,2.08,14.01,9
525,,Los Tigres Del Norte,74,3.13,4.97,9.87,9
526,,Brytiago,73,2.52,6.65,11.32,9
527,,Scorpions,70,2.79,6.65,13.16,9
528,,Lil Pump,63,4.28,8.01,6.75,9
529,,Passenger,69,3.97,3.24,14.07,9
530,,Gwen Stefani,71,2.50,6.24,15.23,9
531,,PNL,71,3.65,7.61,4.34,9
532,,Ha*Ash,72,2.58,8.06,8.14,9
533,,Tones And I,68,4.42,3.02,13.82,9
534,,Ana Castela,82,2.26,2.80,15.56,9
535,,Prince,69,2.79,7.02,11.27,9
536,,Gerardo Ortiz,72,3.06,7.42,8.36,9
537,,ScHoolboy Q,70,3.54,4.60,9.01,9
538,,Lil Mosey,67,3.84,5.22,7.54,9
539,,Simon & Garfunkel,70,3.24,4.82,11.36,9
540,,Evanescence,71,2.87,4.06,12.42,9
541,,Pritam,86,0.53,20.19,34.87,9
542,,Flume,69,4.50,2.41,10.26,9
543,,José José,73,3.08,6.56,8.44,9
544,,Ruth B.,72,3.04,3.08,19.93,9
545,,Ñengo Flow,78,1.82,4.83,17.35,9
546,,Ludovico Einaudi,76,3.51,3.17,7.38,9
547,,AJR,71,3.97,3.03,10.14,9
548,,LIT killah,75,1.87,5.02,16.18,8
549,,Keith Urban,68,2.85,5.23,7.94,8
550,,Chief Keef,72,2.73,4.08,10.06,8
551,,Nas,72,2.84,3.41,10.73,8
552,,keshi,74,2.40,3.03,11.75,8
553,,Robbie Williams,69,3.04,2.75,11.63,8
554,,Zoé,71,2.92,5.40,7.32,8
555,,The White Stripes,70,2.92,2.91,15.82,8
556,,Tina Turner,69,3.03,3.69,11.69,8
557,,B.o.B,71,3.03,2.14,19.14,8
558,,Pineapple StormTv,71,2.36,8.52,7.75,8
559,,MC Kevin o Chris,78,1.98,3.10,18.45,8
560,,Nick Jonas,64,2.80,9.38,7.65,8
561,,Juan Luis Guerra 4.40,74,2.32,4.41,10.67,8
562,,DNCE,67,2.88,4.60,11.64,8
563,,Trueno,72,2.33,5.08,10.03,8
564,,Rod Stewart,70,2.88,4.35,10.88,8
565,,Mon Laferte,71,2.46,6.15,9.44,8
566,,Red Velvet,68,2.90,8.74,5.80,8
567,,Los Tucanes De Tijuana,75,2.72,2.59,13.95,8
568,,Birdy,68,3.30,3.79,9.94,8
569,,Keane,71,2.69,3.11,15.88,8
570,,La Adictiva Banda San José de Mesillas,71,2.49,5.48,10.68,8
571,,Jax Jones,72,3.79,1.14,15.92,8
572,,Sigala,70,3.88,1.58,11.57,8
573,,Cosculluela,71,2.35,5.67,10.96,8
574,,X Ambassadors,70,2.90,2.94,13.49,8
575,,Daryl Hall & John Oates,71,3.04,2.21,17.53,8
576,,Eric Church,71,3.24,3.85,9.34,8
577,,James Blunt,69,3.76,2.86,11.60,8
578,,Ozzy Osbourne,70,2.76,4.98,9.65,8
579,,The Vamps,65,3.37,5.81,8.23,8
580,,Shaggy,71,2.68,2.03,17.43,8
581,,Cazzu,72,2.20,6.39,10.44,8
582,,Jorja Smith,72,2.71,3.24,14.23,8
583,,Iggy Azalea,67,2.81,6.48,7.78,8
584,,A$AP Ferg,69,3.29,3.67,11.60,8
585,,The Smashing Pumpkins,70,2.72,4.69,10.89,8
586,,Rage Against The Machine,69,2.97,5.61,9.76,8
587,,Shania Twain,72,2.56,3.01,16.62,8
588,,The Black Keys,69,3.43,3.92,9.61,8
589,,Timbaland,76,2.13,2.60,20.18,8
590,,Charlie Brown Jr.,72,2.59,6.60,6.43,8
591,,TV Girl,77,1.85,3.26,15.34,8
592,,RAYE,77,2.93,0.99,28.64,8
593,,Ciara,69,2.13,6.31,11.46,8
594,,MGMT,71,2.93,2.86,12.64,8
595,,Kenny Chesney,70,3.28,4.40,8.51,8
596,,GIMS,70,2.80,4.10,9.32,8
597,,Dilsinho,72,2.48,4.20,9.33,8
598,,Diljit Dosanjh,70,1.27,17.65,11.19,8
599,,C. Tangana,70,3.48,2.53,9.76,8
600,,Lukas Graham,69,3.95,2.14,13.90,8
601,,Milky Chance,71,3.27,1.84,14.13,8
602,,Danna Paola,70,2.85,4.75,10.23,8
603,,benny blanco,69,4.32,1.07,16.02,8
604,,Jeremy Zucker,69,3.81,2.20,10.50,8
605,,Damso,73,3.08,4.81,5.20,8
606,,League of Legends,75,3.00,1.65,17.61,8
607,,Santana,70,2.39,3.15,15.03,8
608,,Cheat Codes,66,5.04,2.19,8.27,8
609,,alt-J,68,3.47,3.21,8.68,8
610,,Oliver Tree,72,2.96,2.33,17.88,8
611,,Lil Skies,67,4.24,5.02,5.00,8
612,,Aya Nakamura,70,2.94,4.24,8.70,8
613,,Dimitri Vegas & Like Mike,69,3.06,3.46,10.79,8
614,,MEDUZA,75,3.92,0.67,21.47,8
615,,3 Doors Down,69,2.60,4.21,11.32,8
616,,Chencho Corleone,78,3.19,0.53,28.12,8
617,,Latto,85,1.79,1.19,35.78,8
618,,Mc Don Juan,75,2.02,5.28,12.42,8
619,,Tyler Childers,77,2.72,2.01,12.23,8
620,,Norah Jones,70,3.25,3.03,8.72,8
621,,Hillsong Worship,71,3.62,5.17,5.33,8
622,,Becky Hill,73,4.06,0.68,18.75,8
623,,Electric Light Orchestra,69,2.63,3.88,12.50,8
624,,Canserbero,74,2.18,7.80,5.50,8
625,,Christina Perri,69,3.10,3.70,12.11,8
626,,Van Morrison,71,3.06,2.96,12.68,8
627,,George Strait,71,2.89,4.03,8.48,8
628,,Carlos Rivera,71,2.85,4.37,8.28,8
629,,Ryan Castro,78,1.90,1.83,23.72,8
630,,Fergie,67,2.22,5.62,12.26,7
631,,Hombres G,70,1.95,4.01,10.76,7
632,,Shinedown,69,2.95,3.96,5.98,7
633,,IU,69,2.27,8.17,5.92,7
634,,Mc Livinho,71,1.58,7.56,10.24,7
635,,Os Barões Da Pisadinha,67,3.18,6.89,4.78,7
636,,Hillsong UNITED,68,3.22,3.84,5.26,7
637,,Banda El Recodo,70,2.79,3.61,7.12,7
638,,Sean Kingston,68,2.22,3.17,13.52,7
639,,Apache 207,74,2.85,2.51,6.31,7
640,,Normani,66,3.01,2.50,11.88,7
641,,Selena Gomez & The Scene,67,1.72,9.25,12.30,7
642,,Dermot Kennedy,71,3.39,1.41,12.61,7
643,,Aretha Franklin,69,2.72,3.22,11.47,7
644,,Sublime,69,2.83,2.63,8.81,7
645,,Kodaline,67,2.77,2.98,8.77,7
646,,Noah Kahan,80,2.33,1.24,15.20,7
647,,Dolly Parton,69,2.67,2.23,13.39,7
648,,Natalia Lafourcade,71,2.32,4.18,10.04,7
649,,Why Don't We,66,3.35,3.65,8.04,7
650,,Sezen Aksu,71,1.79,8.05,5.47,7
651,,j-hope,72,1.47,15.96,4.39,7
652,,Queens of the Stone Age,70,2.45,3.34,7.58,7
653,,bbno$,72,3.27,1.26,10.30,7
654,,Filipe Ret,74,1.78,4.97,7.23,7
655,,Ella Mai,68,2.52,5.19,7.52,7
656,,The Who,67,2.25,5.18,9.09,7
657,,Ferrugem,71,2.01,5.46,6.72,7
658,,Capital Bra,67,4.52,4.41,3.61,7
659,,Thalia,67,2.12,4.87,9.41,7
660,,The Pussycat Dolls,67,2.28,5.50,11.51,7
661,,John Lennon,67,2.36,5.63,10.48,7
662,,Camila,69,2.05,4.19,10.54,7
663,,Rascal Flatts,67,2.52,3.59,9.60,7
664,,Bruno & Marrone,71,2.65,5.42,6.32,7
665,,David Bisbal,68,2.45,4.53,7.69,7
666,,Cris Mj,74,2.19,1.44,16.67,7
667,,WizKid,75,1.93,4.26,10.18,7
668,,Of Monsters and Men,66,2.69,3.53,8.60,7
669,,Alan Jackson,71,2.78,2.48,8.86,7
670,,La Oreja de Van Gogh,71,2.49,3.48,10.92,7
671,,a-ha,70,2.37,2.08,17.47,7
672,,Stromae,69,2.68,3.10,11.08,7
673,,Mother Mother,70,2.43,3.50,7.58,7
674,,Sade,72,2.29,3.43,11.53,7
675,,Sum 41,70,2.71,3.66,9.82,7
676,,Agust D,73,1.59,12.75,4.31,7
677,,Los Bukis,72,2.45,3.69,6.71,7
678,,Hungria Hip Hop,71,2.03,9.20,5.80,7
679,,Lionel Richie,69,2.16,3.23,11.43,7
680,,Ella Henderson,72,2.38,1.60,15.95,7
681,,Ghost,74,2.38,2.66,9.39,7
682,,Sin Bandera,69,2.21,5.77,8.00,7
683,,Rise Against,69,3.42,2.67,7.44,7
684,,MC Cabelinho,75,1.43,5.36,9.88,7
685,,Ms. Lauryn Hill,71,2.54,2.58,13.32,7
686,,Morad,77,2.09,2.01,11.63,7
687,,Kevin Roldan,68,2.17,5.81,6.74,7
688,,d4vd,77,1.48,1.67,25.84,7
689,,Mari Fernandez,75,2.02,2.27,11.49,7
690,,Stormzy,71,2.73,2.84,9.77,7
691,,Cavetown,69,2.64,3.77,6.67,7
692,,Breaking Benjamin,69,3.14,4.46,6.23,7
693,,Mike Posner,68,3.41,1.38,14.61,7
694,,Kim Petras,74,2.42,0.98,21.97,7
695,,King Von,75,2.51,3.21,8.69,7
696,,LISA,77,1.62,5.14,11.01,7
697,,iann dior,70,2.68,1.77,12.46,7
698,,WILLOW,69,2.69,2.32,13.04,7
699,,Ezhel,70,2.38,5.99,5.05,7
700,,L7NNON,72,1.97,3.48,9.99,7
701,,The Goo Goo Dolls,70,2.43,2.61,15.50,7
702,,The Fray,67,2.85,4.01,10.01,7
703,,will.i.am,72,1.86,4.13,11.83,7
704,,NCT DREAM,73,1.99,7.16,6.05,7
705,,Melendi,71,2.69,3.61,7.00,7
706,,Yuridia,71,2.27,4.03,9.51,7
707,,AURORA,71,2.22,3.17,11.67,7
708,,Dominic Fike,76,2.50,1.28,16.78,7
709,,Joey Bada$$,71,2.70,3.16,8.89,7
710,,The Clash,68,2.49,2.58,11.55,7
711,,DMX,68,2.32,4.61,9.36,7
712,,Bonez MC,74,3.39,2.15,4.87,7
713,,Yo Yo Honey Singh,71,1.01,12.97,10.91,7
714,,ILLENIUM,70,3.74,1.44,9.56,7
715,,M83,69,2.54,2.30,11.99,7
716,,Luciano,73,3.28,1.96,7.05,7
717,,RAF Camora,74,3.83,1.70,5.73,7
718,,Los Temerarios,75,2.76,3.80,5.84,7
719,,Alice In Chains,70,2.41,4.71,7.54,7
720,,ITZY,71,2.14,5.84,6.50,7
721,,Los Enanitos Verdes,70,2.16,3.82,11.38,7
722,,Marilyn Manson,68,2.58,4.09,6.77,7
723,,Lord Huron,72,2.86,1.32,16.01,7
724,,Mötley Crüe,69,2.48,4.83,8.79,7
725,,DJ Luian,75,2.30,2.10,14.15,7
726,,Aleman,73,2.27,5.04,7.58,7
727,,Julieta Venegas,72,2.46,2.11,15.17,7
728,,Liam Payne,61,3.18,10.31,5.29,7
729,,Colbie Caillat,67,2.44,2.50,9.89,6
730,,Sting,68,2.23,3.07,10.01,6
731,,Thirty Seconds To Mars,67,2.24,3.41,8.76,6
732,,John Williams,68,3.94,1.28,5.14,6
733,,Annie Lennox,68,2.46,1.42,15.05,6
734,,Sleepy Hallow,74,2.52,1.49,9.84,6
735,,Israel & Rodolffo,74,2.13,2.13,10.96,6
736,,Niska,69,2.27,5.17,4.53,6
737,,DENNIS,72,1.92,2.15,14.89,6
738,,NIKI,72,2.03,2.80,10.02,6
739,,Ben&Ben,67,1.91,8.31,4.50,6
740,,NEFFEX,70,2.72,2.38,5.26,6
741,,Ricardo Montaner,66,1.75,6.12,7.37,6
742,,Pentatonix,62,3.76,3.62,3.64,6
743,,Diego & Victor Hugo,71,2.10,2.92,8.95,6
744,,Bill Withers,71,2.14,1.56,16.36,6
745,,Mabel,65,3.22,1.88,8.13,6
746,,Calle 13,67,2.25,2.90,8.24,6
747,,fun.,65,2.18,3.52,10.43,6
748,,Joel Corry,73,3.25,0.36,17.61,6
749,,Beastie Boys,68,2.05,2.62,8.91,6
750,,Years & Years,66,2.93,1.98,7.94,6
751,,Ghostemane,69,2.45,3.24,5.60,6
752,,Glee Cast,67,4.30,1.52,4.88,6
753,,TLC,67,1.81,3.72,10.68,6
754,,Rag'n'Bone Man,66,2.74,1.73,9.55,6
755,,Lin-Manuel Miranda,70,4.08,0.58,11.35,6
756,,Dove Cameron,69,1.75,4.37,11.80,6
757,,Gloria Trevi,70,1.90,4.76,6.69,6
758,,Cyndi Lauper,69,2.09,2.42,15.38,6
759,,MF DOOM,74,2.51,2.23,7.50,6
760,,Beach House,70,2.18,1.93,11.78,6
761,,Rudimental,67,3.49,1.38,10.55,6
762,,Westlife,67,2.43,3.86,5.30,6
763,,Wale,67,2.27,4.18,6.12,6
764,,Pepe Aguilar,68,2.03,4.28,7.48,6
765,,WALK THE MOON,67,2.59,2.11,11.42,6
766,,Dierks Bentley,67,2.29,3.07,6.56,6
767,,MC Hariel,73,1.55,5.01,7.97,6
768,,Wham!,67,2.46,2.44,11.54,6
769,,Cali Y El Dandee,67,2.43,3.99,7.91,6
770,,Jon Z,69,1.39,5.92,7.52,6
771,,Aminé,68,3.06,1.88,9.60,6
772,,Two Feet,69,2.38,1.86,8.73,6
773,,Owl City,67,2.36,2.41,10.05,6
774,,Two Door Cinema Club,67,2.42,2.34,7.67,6
775,,Beret,68,2.33,2.89,6.19,6
776,,Audioslave,66,1.92,4.28,7.71,6
777,,Jay Chou,71,2.62,4.85,2.55,6
778,,The xx,65,2.78,3.91,6.20,6
779,,Ali Gatie,66,2.65,2.09,8.67,6
780,,Rich The Kid,68,2.74,3.13,5.80,6
781,,Pedro Capó,68,2.62,1.67,9.64,6
782,,Karan Aujla,76,0.98,6.04,9.13,6
783,,Boyce Avenue,67,3.39,3.19,4.02,6
784,,Louis Armstrong,68,2.32,2.73,9.27,6
785,,JID,75,1.64,1.32,20.88,6
786,,Young Miko,82,1.20,1.10,29.22,6
787,,Mary J. Blige,69,2.02,3.64,10.46,6
788,,Miranda Lambert,68,2.37,3.59,8.05,6
789,,ANAVITÓRIA,68,2.24,6.85,5.08,6
790,,Hardwell,66,2.38,3.73,6.81,6
791,,Sufjan Stevens,69,2.46,1.82,8.97,6
792,,Foreigner,68,1.86,2.93,12.23,6
793,,Megadeth,68,1.90,4.92,5.25,6
794,,Casper Magico,67,2.43,2.36,8.01,6
795,,Juan Magán,67,2.63,1.78,8.78,6
796,,Intocable,70,2.39,3.60,6.99,6
797,,beabadoobee,74,1.24,2.45,15.38,6
798,,Pixies,69,2.00,2.64,9.57,6
799,,Leon Bridges,70,2.62,1.57,11.13,6
800,,Carla Morrison,71,1.86,3.91,9.31,6
801,,MC Kevinho,62,2.09,8.15,4.77,6
802,,Taio Cruz,68,2.35,2.27,12.91,6
803,,Blur,69,1.99,3.06,11.73,6
804,,Sam Feldt,70,3.70,0.77,13.46,6
805,,Key Glock,74,2.12,1.71,11.61,6
806,,Snow Patrol,66,2.24,2.89,9.35,6
807,,Jowell & Randy,70,1.37,4.36,12.88,6
808,,ZZ Top,68,2.00,4.11,9.30,6
809,,Louis Tomlinson,66,2.53,7.01,3.42,6
810,,Official HIGE DANdism,70,2.16,5.95,5.15,6
811,,Lenny Kravitz,68,1.95,3.02,10.65,6
812,,Blueface,66,1.91,6.36,4.98,6
813,,Lee Brice,69,2.36,2.15,8.08,6
814,,D-Block Europe,75,2.14,1.17,15.07,6
815,,All Time Low,67,2.90,2.99,6.97,6
816,,Denzel Curry,69,2.30,2.38,6.79,6
817,,Falling In Reverse,71,2.18,2.77,6.83,6
818,,Supertramp,68,1.89,3.22,10.19,6
819,,Roxette,69,2.28,2.07,10.63,6
820,,Jon Pardi,72,2.40,1.78,9.09,6
821,,Noah Cyrus,69,3.29,1.21,12.02,6
822,,Incubus,67,2.24,3.12,7.34,6
823,,Kacey Musgraves,73,2.30,1.24,15.41,6
824,,Emilia,77,1.32,1.67,17.11,6
825,,Alex Rose,68,2.26,3.75,7.15,6
826,,Spice Girls,67,1.87,3.17,11.48,6
827,,Darell,73,1.55,3.85,10.50,6
828,,Selena,68,2.16,3.47,7.97,6
829,,Empire of the Sun,70,2.14,1.33,14.16,6
830,,Sofía Reyes,68,2.08,3.08,10.75,6
831,,Elevation Worship,71,2.66,2.62,5.78,6
832,,Lady A,65,2.18,3.83,7.76,6
833,,Pantera,68,1.78,4.60,6.34,6
834,,Bronco,71,1.85,3.30,6.41,6
835,,Afrojack,70,2.29,4.03,6.97,6
836,,Dadju,69,1.76,5.39,5.22,6
837,,Volbeat,68,3.07,2.43,5.53,6
838,,Soolking,71,1.57,4.76,7.50,6
839,,SAINt JHN,67,3.29,1.00,10.26,6
840,,Greeicy,66,1.87,7.15,6.53,6
841,,CRO,72,2.42,2.38,6.01,6
842,,Dread Mar I,69,2.06,2.61,8.74,6
843,,Kylie Minogue,71,2.25,1.78,14.78,6
844,,Wolfgang Amadeus Mozart,72,1.52,5.19,6.17,6
845,,Joyner Lucas,68,2.65,2.07,6.73,6
846,,Conor Maynard,63,2.39,2.15,5.93,5
847,,Kid Ink,65,2.68,3.03,4.60,5
848,,Wu-Tang Clan,66,1.83,2.84,6.32,5
849,,Willie Nelson,69,1.86,2.03,8.06,5
850,,Frédéric Chopin,71,1.40,3.14,6.05,5
851,,Moira Dela Torre,65,1.43,9.63,3.67,5
852,,Bethel Music,68,2.53,1.62,4.24,5
853,,Guè Pequeno,72,1.80,2.31,5.26,5
854,,ONE OK ROCK,69,1.86,5.12,3.98,5
855,,James Blake,71,1.51,1.36,11.15,5
856,,Micro TDH,68,1.80,1.78,9.09,5
857,,Stephen Sanchez,74,1.49,0.84,26.03,5
858,,*NSYNC,65,1.93,2.06,7.26,5
859,,Tom Petty,68,1.88,2.33,11.22,5
860,,Chris Young,65,2.04,2.78,5.88,5
861,,"Tito ""El Bambino""",67,1.34,3.78,8.99,5
862,,Simple Plan,66,2.05,3.49,7.27,5
863,,Vintage Culture,70,2.22,1.79,7.62,5
864,,Genesis,66,1.59,3.11,7.48,5
865,,Booba,68,2.27,2.82,3.08,5
866,,UB40,67,1.83,2.25,7.93,5
867,,LE SSERAFIM,75,1.21,3.00,9.41,5
868,,Young Dolph,70,2.34,2.64,5.03,5
869,,Eros Ramazzotti,68,1.77,2.10,7.02,5
870,,Tracy Chapman,68,1.98,1.53,11.44,5
871,,Sido,69,2.64,2.21,5.15,5
872,,Jenni Rivera,67,1.79,4.33,4.19,5
873,,Café Tacvba,67,1.77,2.81,6.93,5
874,,Kungs,71,2.12,0.93,15.90,5
875,,Tems,73,1.45,1.19,13.59,5
876,,Gustavo Cerati,70,1.93,3.86,4.71,5
877,,Roberto Carlos,67,1.54,5.19,5.32,5
878,,Guilherme & Benuto,75,2.00,0.66,10.43,5
879,,CKay,68,1.90,1.35,11.69,5
880,,Cole Swindell,67,1.75,2.16,7.07,5
881,,Ashnikko,70,1.71,2.03,6.35,5
882,,Leona Lewis,63,2.06,3.55,7.22,5
883,,Maren Morris,69,2.08,0.76,13.62,5
884,,The Temptations,65,1.72,2.81,9.24,5
885,,Orochi,71,1.49,3.92,6.90,5
886,,Nina Simone,66,2.02,2.68,7.97,5
887,,Tony Dize,70,1.22,3.63,14.21,5
888,,Dido,69,2.28,1.63,8.37,5
889,,Sleeping At Last,67,2.55,1.38,7.41,5
890,,Saweetie,68,2.19,1.86,9.00,5
891,,Rocío Dúrcal,68,1.65,4.03,7.40,5
892,,Darius Rucker,67,1.63,2.48,8.25,5
893,,Timmy Trumpet,70,2.45,1.07,10.88,5
894,,Otis Redding,68,2.06,2.14,9.84,5
895,,Ludacris,75,1.66,2.66,6.63,5
896,,Sam Hunt,67,1.90,2.32,9.07,5
897,,Rusherking,75,1.19,1.36,14.76,5
898,,Stone Temple Pilots,66,1.54,3.33,6.50,5
899,,Ana Gabriel,69,1.57,3.93,7.88,5
900,,INXS,68,1.61,2.47,10.01,5
901,,Kenia OS,71,1.38,3.65,6.72,5
902,,Chicago,67,1.71,3.80,8.85,5
903,,Rich Brian,66,2.02,2.18,7.54,5
904,,Olly Murs,63,2.15,3.33,6.46,5
905,,Old Dominion,70,2.28,1.40,8.37,5
906,,Caifanes,68,1.68,3.48,5.83,5
907,,Kontra K,70,2.58,2.21,4.47,5
908,,Yusuf / Cat Stevens,68,2.12,1.80,10.07,5
909,,Lyanno,71,1.61,1.17,11.49,5
910,,IVE,73,1.26,2.75,7.77,5
911,,Toby Keith,68,1.89,2.10,6.53,5
912,,Virlan Garcia,66,1.59,4.32,5.82,5
913,,Alanis Morissette,66,1.71,2.62,7.14,5
914,,Gryffin,66,2.87,0.94,7.87,5
915,,Phoebe Bridgers,77,1.29,1.94,9.79,5
916,,Jessie Reyez,68,2.25,1.36,10.15,5
917,,YUNGBLUD,68,1.93,2.14,6.81,5
918,,Busta Rhymes,70,1.41,2.52,11.84,5
919,,Naps,70,1.71,2.78,5.71,5
920,,Veigh,79,1.07,1.88,10.27,5
921,,MØ,68,2.11,1.45,7.42,5
922,,Duran Duran,67,1.66,2.72,8.96,5
923,,RM,70,1.18,14.89,3.50,5
924,,Air Supply,67,1.59,4.04,5.91,5
925,,Capo Plaza,70,1.88,3.64,5.61,5
926,,WOS,69,1.60,3.91,4.83,5
927,,Diddy,71,1.68,1.53,10.87,5
928,,NCT 127,66,2.07,7.11,3.13,5
929,,Gotye,65,1.77,2.38,10.93,5
930,,Seether,67,2.13,3.28,6.56,5
931,,Nacho,62,1.61,5.40,5.70,5
932,,Jelly Roll,74,1.68,2.53,7.49,5
933,,King,70,0.84,5.72,13.36,5
934,,BONES,72,2.39,1.37,7.27,5
935,,Def Leppard,67,1.68,4.58,7.64,5
936,,Nat King Cole,65,2.45,2.10,6.45,5
937,,Miguel Bosé,67,1.43,2.56,8.73,5
938,,Mrs. GREEN APPLE,74,1.35,2.94,5.45,5
939,,Tee Grizzley,66,2.29,3.53,5.14,5
940,,Gym Class Heroes,67,1.92,1.48,14.03,5
941,,DaVido,72,1.19,3.48,8.37,5
942,,Manu Chao,70,1.77,1.56,11.02,5
943,,LMFAO,65,1.63,4.28,8.75,5
944,,R. Kelly,65,2.17,2.54,4.63,5
945,,Paul Simon,67,2.08,2.18,8.37,5
946,,Juicy J,72,1.72,3.13,4.79,5
947,,Lauren Daigle,68,1.89,2.52,6.40,5
948,,Melim,65,1.68,5.71,4.09,5
949,,Counting Crows,67,1.83,1.70,10.77,5
950,,Axwell /\ Ingrosso,64,2.54,2.47,7.64,5
951,,Yo Gotti,66,2.00,4.38,5.65,5
952,,Lazza,74,1.97,1.74,6.21,5
953,,Bullet For My Valentine,66,2.00,2.84,4.71,5
954,,Turma do Pagode,68,1.76,3.11,5.60,5
955,,Andrés Calamaro,68,1.79,2.34,7.19,5
956,,Soundgarden,66,1.65,4.13,6.95,5
957,,Portugal. The Man,66,2.28,1.41,9.31,5
958,,Rvssian,66,1.73,2.56,9.06,5
959,,Sabaton,70,2.95,1.94,3.14,5
960,,PnB Rock,66,2.42,4.00,4.51,5
961,,BROCKHAMPTON,64,3.38,2.14,4.76,5
962,,Vishal-Shekhar,74,0.63,5.33,22.12,5
963,,Río Roma,66,1.83,2.82,7.56,5
964,,John Denver,66,1.91,1.97,8.81,5
965,,Nipsey Hussle,66,1.93,3.30,4.06,5
966,,The Doobie Brothers,67,1.56,2.36,8.71,5
967,,Soulja Boy,66,1.66,1.88,11.19,5
968,,Andy Grammer,67,2.89,1.17,8.92,5
969,,Brooks & Dunn,68,1.79,2.74,7.89,5
970,,Lenin Ramírez,68,1.80,2.88,8.30,5
971,,Darshan Raval,76,0.40,12.75,19.89,5
972,,Guru Randhawa,67,0.63,16.78,8.90,5
973,,Talking Heads,67,1.85,2.23,8.62,5
974,,KALEO,68,2.01,1.62,10.66,5
975,,Billy Idol,68,1.49,1.76,11.34,5
976,,RADWIMPS,70,1.64,3.59,5.83,5
977,,Kelsea Ballerini,71,1.94,1.08,9.79,5
978,,ODESZA,69,2.72,1.53,6.38,5
979,,Kate Bush,67,1.88,1.74,11.44,5
980,,Hollywood Undead,67,2.78,2.34,4.60,5
981,,Laura Pausini,68,1.86,2.38,7.58,5
982,,ATEEZ,71,1.76,3.16,3.68,5
983,,Cordae,69,1.51,1.98,9.52,5
984,,Cher,66,1.87,3.10,9.58,5
985,,Pamungkas,68,1.12,5.10,7.54,5
986,,Missy Elliott,69,1.44,2.30,8.87,5
987,,Jordan Davis,73,1.85,1.02,10.24,5
988,,Powfu,67,2.54,1.20,7.80,5
989,,Pusha T,69,1.84,2.86,6.04,5
990,,Yung Gravy,69,2.48,1.62,6.77,5
991,,Kenshi Yonezu,71,1.10,5.28,7.27,5
992,,Thiaguinho,70,1.97,3.57,5.52,5
993,,Bad Gyal,74,1.24,1.11,16.01,5
994,,Cristian Castro,68,1.92,3.20,7.47,5
995,,Ufo361,69,3.01,1.93,3.94,5
996,,A Day To Remember,67,2.79,2.27,5.15,5
997,,The Kooks,66,2.30,2.48,7.23,5
998,,aespa,73,1.36,3.66,8.17,5
999,,Pink Sweat$,67,1.87,1.77,9.45,5
"1,000",,Manuel Medrano,68,1.52,2.68,7.24,5
